Episode #0 Angle PID Val: Kp 29.544282878767778, Ki 24.262401949823612, Kd 8.794453978080183. X PID Val: Kp 10.711152801412, Ki 4.540861304257912, Kd 6.830010641947561
Episode #600 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #601 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #602 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #603 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #604 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #605 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #606 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #607 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #608 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #609 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #610 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #611 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #612 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #613 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #614 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #615 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #616 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #617 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #618 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #619 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #620 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #621 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #622 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #623 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #624 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #625 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #626 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #627 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #628 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #629 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #630 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #631 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #632 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #633 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #634 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #635 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #636 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #637 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #638 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #639 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #640 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #641 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #642 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #643 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #644 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #645 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #646 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #647 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #648 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #649 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #650 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #651 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #652 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #653 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #654 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #655 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #656 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #657 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #658 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #659 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #660 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #661 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #662 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #663 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #664 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #665 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #666 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #667 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #668 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #669 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #670 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #671 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #672 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #673 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #674 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #675 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #676 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #677 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #678 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #679 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #680 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #681 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #682 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #683 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #684 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #685 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #686 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #687 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #688 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #689 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #690 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #691 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #692 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #693 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #694 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #695 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #696 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #697 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #698 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #699 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #700 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #701 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #702 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #703 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #704 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #705 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #706 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #707 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #708 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #709 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #710 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #711 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #712 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #713 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #714 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #715 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #716 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #717 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #718 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #719 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #720 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #721 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #722 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #723 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #724 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #725 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #726 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #727 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #728 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #729 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #730 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #731 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #732 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #733 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #734 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #735 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #736 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #737 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #738 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #739 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #740 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #741 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #742 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #743 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #744 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #745 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #746 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #747 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #748 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #749 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #750 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
